n=6,n=12,n=18,n=24,n=30,n=36,n=42,n=48,n=54
49.3,46.85,48.23333333333333,51.175,54.12,56.56666666666667,57.542857142857144,58.6875,59.755555555555546
25.2,49.7,51.93333333333333,44.3,53.66,51.88333333333333,52.01428571428571,53.1875,60.05555555555556
44.7,51.7,51.9,43.375,52.2,49.21666666666666,52.92857142857143,54.8,57.31111111111111
37.7,35.4,43.6,39.475,52.14,54.28333333333333,51.27142857142857,53.25,56.38888888888889
40.4,45.65,38.53333333333333,49.875,53.24,53.51666666666667,56.04285714285714,56.6125,57.15555555555556
52.8,46.7,49.16666666666666,57.05,55.4,51.53333333333334,53.3,53.4125,58.966666666666676
33.5,41.25,34.33333333333333,48.925,52.86,41.3,52.42857142857143,56.2375,54.66666666666666
38.9,48.2,45.0,40.525,43.5,52.76666666666666,54.099999999999994,52.1125,55.16666666666666
50.9,54.2,45.4,44.55,58.68,54.400000000000006,51.71428571428572,52.4875,56.399999999999984
44.2,35.0,40.36666666666666,48.85,56.72,55.400000000000006,60.82857142857142,53.6875,55.955555555555556
